year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power
2016,13.369225017834633,11.156264806643742,Diesel,Individual,Manual,First Owner,24.3,1248,88.5
2012,12.765691290604371,10.463131911491967,Petrol,Individual,Manual,First Owner,17.5,1197,85.8
2013,12.861001210669146,11.695255355062795,Petrol,Individual,Manual,First Owner,19.1,1197,85.8
2013,12.92391243868049,11.51293546492023,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0
2009,12.25486757159303,11.002116507732017,Petrol,Individual,Manual,Third Owner,15.3,1596,101.0
2011,12.04355959836804,11.156264806643742,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0
2014,13.384729180332174,11.849404844423074,Diesel,Individual,Manual,First Owner,25.1,1498,98.6
1997,11.736077016252437,11.451060699493427,Petrol,Individual,Automatic,Fourth & Above Owner,15.9,1298,85.0
2012,11.884495917930655,11.156264806643742,Petrol,Individual,Manual,First Owner,19.7,796,46.3
2018,13.431319053559353,10.203629181337648,Diesel,Individual,Manual,First Owner,20.14,1498,88.0
2015,13.361381852676738,12.06105265381003,Diesel,Individual,Manual,First Owner,25.1,1498,98.6
2010,11.849404844423074,11.289794413577894,Petrol,Individual,Manual,Second Owner,19.7,796,46.3
2016,13.527829818844937,11.362114203075018,Diesel,Individual,Manual,Third Owner,26.0,1498,98.6
2015,13.322853874813605,11.289794413577894,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6
2007,11.608244735642321,11.695255355062795,Petrol,Individual,Manual,Third Owner,19.7,796,46.3
2006,11.51293546492023,11.51293546492023,Petrol,Individual,Automatic,Second Owner,16.0,1061,64.0
2014,12.323860125621126,11.695255355062795,Diesel,Individual,Manual,First Owner,22.3,1248,74.0
2010,12.429220196836383,12.154784614286667,Diesel,Individual,Manual,Third Owner,16.2,1493,110.0
2012,11.813037464800539,11.156264806643742,Petrol,Individual,Manual,First Owner,19.7,796,46.3
2006,11.082157933374816,11.51293546492023,Petrol,Individual,Manual,Second Owner,19.7,796,46.3
2016,12.468440756144114,11.695255355062795,Petrol,Individual,Manual,First Owner,23.95,998,67.05
2014,13.049794835104816,11.695255355062795,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0
2017,12.971542813248437,9.90353755128617,Petrol,Individual,Manual,Second Owner,18.15,1198,82.0
2009,12.206077645517674,11.302216779257382,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197,80.0
2011,11.736077016252437,11.407576060361786,Petrol,Individual,Manual,Second Owner,18.6,1199,79.4
2001,10.714439990727769,11.002116507732017,Petrol,Individual,Manual,Second Owner,16.1,796,37.0
2012,11.728044909070785,10.596659732783579,Petrol,Individual,Manual,Second Owner,18.6,1199,79.4
2007,11.289794413577894,11.289794413577894,Petrol,Individual,Manual,Third Owner,15.3,1193,65.3
2014,13.208542908506082,10.463131911491967,CNG,Individual,Manual,First Owner,22.8,1373,80.9
2019,13.864301674514206,9.90353755128617,Diesel,Individual,Manual,First Owner,25.47,1248,88.5
2015,12.206077645517674,10.819798284210286,Petrol,Individual,Manual,First Owner,18.2,1199,82.4
2016,12.959846800844963,9.510519035757246,Petrol,Individual,Manual,First Owner,23.84,1199,84.0
2016,12.611541086966115,10.545367754151743,Petrol,Individual,Manual,First Owner,24.7,796,47.3
2019,13.997832948091215,9.546884034617925,Diesel,Individual,Manual,First Owner,25.47,1248,88.5
2016,13.017005083966255,10.915106645867503,Diesel,Individual,Manual,Second Owner,25.32,1198,77.0
2006,11.289794413577894,11.918397239722838,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1
2013,12.59473402514672,10.819798284210286,Diesel,Individual,Manual,First Owner,22.1,1248,76.9
2008,11.51293546492023,11.695255355062795,Diesel,Individual,Manual,Third Owner,19.09,1396,69.0
2011,12.100717685412471,11.736077016252437,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0
2012,12.323860125621126,11.608244735642321,Diesel,Individual,Manual,Second Owner,20.8,1461,65.0
2017,12.644330802262578,10.12667110305036,Petrol,Individual,Manual,First Owner,21.1,814,55.2
2015,13.345508528717259,10.308985993422082,Diesel,Individual,Manual,First Owner,26.0,1498,98.6
2013,12.524530013005734,11.156264806643742,LPG,Individual,Manual,Second Owner,19.2,1086,68.05
2013,12.409017571151187,11.608244735642321,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05
2014,12.429220196836383,11.289794413577894,Petrol,Individual,Manual,First Owner,21.1,814,55.2
2014,13.017005083966255,11.23850177707664,Diesel,Individual,Manual,First Owner,25.8,1498,98.6
2007,11.350418300109132,11.918397239722838,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5
2016,13.217675375388819,10.596659732783579,Petrol,Individual,Manual,First Owner,18.6,1197,81.83
2015,13.219491903015438,11.608244735642321,Diesel,Individual,Manual,First Owner,22.77,1498,98.59
2019,13.122365377402328,11.002116507732017,Petrol,Individual,Manual,First Owner,20.14,1197,81.86
2018,13.279368835614243,9.61587214452889,Petrol,Individual,Manual,First Owner,17.8,1198,86.7
2013,12.055255569732177,11.695255355062795,Petrol,Individual,Manual,First Owner,16.36,1495,93.7
2017,12.765691290604371,10.085850775128717,Diesel,Individual,Manual,Second Owner,27.28,1047,69.0
2018,13.45883704259595,10.87806606028079,Diesel,Individual,Manual,First Owner,23.0,1498,98.96
2011,11.904974309480183,10.596659732783579,Petrol,Individual,Manual,Third Owner,19.7,796,46.3
2016,12.706850963741102,10.765765506102406,CNG,Individual,Manual,First Owner,21.94,1196,63.0
2007,11.608244735642321,11.695255355062795,Diesel,Individual,Manual,Second Owner,18.7,1896,66.0
2015,13.017005083966255,11.51293546492023,Diesel,Individual,Manual,First Owner,25.2,1248,73.94
2011,12.206077645517674,11.418625774449596,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9
2013,12.409017571151187,11.289794413577894,Diesel,Individual,Manual,First Owner,23.2,1248,73.94
2016,12.676079399771027,11.289794413577894,CNG,Individual,Manual,First Owner,21.94,1196,61.7
2008,11.695255355062795,11.608244735642321,CNG,Individual,Manual,Third Owner,13.2,1495,94.0
2016,12.899222326086994,10.719250516636261,Diesel,Dealer,Manual,First Owner,25.83,1498,99.0
2013,12.611541086966115,11.798111925972618,Diesel,Individual,Manual,First Owner,20.3,1248,75.0
2011,12.301387370778713,11.669937760751914,Diesel,Individual,Manual,Second Owner,20.3,1248,75.0
2011,13.122365377402328,10.463131911491967,Petrol,Individual,Manual,First Owner,17.0,1497,118.0
2003,10.985309671896763,11.156264806643742,Petrol,Individual,Manual,Second Owner,13.2,1495,94.0
2011,11.775297421715827,11.002116507732017,Petrol,Individual,Manual,Third Owner,19.7,796,46.3
2016,12.834683971615659,11.695255355062795,Petrol,Individual,Manual,Second Owner,16.2,1199,74.0
2013,12.59473402514672,11.695255355062795,Diesel,Individual,Manual,First Owner,23.2,1248,73.94
2010,12.367345048436391,11.407576060361786,Diesel,Individual,Manual,First Owner,14.0,1948,90.0
2017,13.142166004700508,9.90353755128617,Petrol,Individual,Manual,First Owner,22.0,1197,81.8
2016,12.821260987319457,10.308985993422082,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0
2015,12.765691290604371,9.90353755128617,Petrol,Individual,Manual,First Owner,19.81,1086,68.05
2018,12.886643575525625,9.90353755128617,Petrol,Individual,Manual,First Owner,23.01,999,67.0
2012,12.54254845357358,11.695255355062795,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6
2018,13.560619598657233,10.819798284210286,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0
2010,12.644330802262578,11.418625774449596,Petrol,Individual,Manual,Second Owner,17.0,1497,118.0
2015,12.834683971615659,11.112462823634855,Diesel,Individual,Manual,First Owner,20.4,1248,91.7
2015,13.122365377402328,10.596659732783579,Petrol,Individual,Manual,First Owner,18.9,1197,82.0
2013,12.611541086966115,11.51293546492023,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94
2008,11.951186847493476,11.695255355062795,Petrol,Individual,Manual,Second Owner,17.7,1497,78.0
2013,12.765691290604371,12.128116509451258,Diesel,Individual,Manual,First Owner,23.4,1248,74.0
2015,12.765691290604371,11.289794413577894,Diesel,Individual,Manual,Third Owner,24.0,1120,70.0
2020,13.19375523568666,8.517393171418904,Petrol,Individual,Manual,First Owner,17.0,1198,108.5
2019,13.279368835614243,9.210440366976517,Petrol,Individual,Manual,First Owner,18.78,999,75.0
2012,12.765691290604371,11.849404844423074,Diesel,Individual,Manual,First Owner,20.77,1248,88.76
2019,13.45883704259595,9.852246888342531,Petrol,Individual,Manual,First Owner,18.6,1197,81.86
2017,13.651815643149092,10.70551155928146,Diesel,Dealer,Manual,First Owner,24.52,1248,88.5
2014,13.091904169919621,10.268165387743457,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83
2018,12.793862088206213,9.994287576862567,Petrol,Dealer,Manual,First Owner,20.71,799,53.26
2014,13.217675375388819,11.608244735642321,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6
2016,13.45883704259595,11.51293546492023,Diesel,Individual,Manual,First Owner,22.54,1396,88.73
2019,13.623139877437296,8.945593270806897,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02
2008,11.652687407345388,11.51293546492023,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0
2009,11.918397239722838,11.225256725762893,Petrol,Individual,Manual,Second Owner,15.0,1368,90.0
2018,13.654168582642953,10.819798284210286,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02
2014,13.217675375388819,10.596659732783579,Petrol,Individual,Manual,First Owner,17.43,1396,105.5
2016,13.698977865303197,10.596659732783579,Diesel,Individual,Manual,First Owner,24.52,1248,88.5
2012,12.487488878546145,11.51293546492023,Petrol,Individual,Manual,Second Owner,18.5,1197,80.0
2013,12.25486757159303,11.47494318464235,Diesel,Individual,Manual,First Owner,25.44,936,57.6
2019,13.42246945133505,8.853808274977197,Petrol,Individual,Manual,First Owner,19.4,1194,94.93
2017,13.480039220276565,11.002116507732017,Diesel,Individual,Manual,First Owner,21.19,1396,88.73
2013,12.337100907936577,11.002116507732017,Diesel,Individual,Manual,Second Owner,25.0,1396,69.01
2015,12.899222326086994,10.021315031649332,Petrol,Individual,Manual,First Owner,20.51,998,67.04
2020,13.73755009757506,8.909370405197466,Diesel,Individual,Automatic,First Owner,24.3,1248,88.5
2011,12.524530013005734,11.156264806643742,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8
2009,12.07254696717504,11.112462823634855,Petrol,Individual,Manual,First Owner,18.9,1061,67.0
2009,11.951186847493476,11.608244735642321,Diesel,Individual,Manual,Third Owner,17.7,1399,68.0
2012,12.691583538230217,12.07254696717504,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8
2008,10.819798284210286,11.695255355062795,Diesel,Individual,Manual,Third Owner,17.5,1396,70.0
2017,13.299674067415213,9.61587214452889,Diesel,Individual,Manual,First Owner,24.7,1047,69.0
2018,12.899222326086994,10.308985993422082,Petrol,Individual,Automatic,Second Owner,24.04,999,67.0
2009,12.611541086966115,11.918397239722838,Diesel,Individual,Manual,First Owner,17.8,1248,75.0
2015,13.258642740896052,11.51293546492023,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0
2011,12.100717685412471,11.156264806643742,Petrol,Individual,Manual,First Owner,20.92,998,67.1
2004,11.608244735642321,11.608244735642321,Petrol,Individual,Manual,Second Owner,14.4,1599,94.0
2013,13.017005083966255,11.695255355062795,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76
2017,12.899222326086994,10.308985993422082,Diesel,Individual,Manual,First Owner,25.32,1198,77.0
2014,12.873904582205107,11.407576060361786,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0
2011,11.711784520403112,11.608244735642321,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3
2012,12.706850963741102,10.596659732783579,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0
2011,12.278397958261774,11.51293546492023,Petrol,Individual,Manual,Third Owner,20.36,1197,78.9
2009,11.918397239722838,11.225256725762893,Petrol,Individual,Manual,Third Owner,18.9,1061,67.0
2013,12.429220196836383,10.648539090746434,Petrol,Individual,Manual,First Owner,21.1,814,55.2
2010,12.100717685412471,10.87806606028079,Petrol,Individual,Manual,Second Owner,21.1,1197,85.8
2006,11.918397239722838,11.571203807011969,Petrol,Individual,Manual,Second Owner,17.3,993,60.0
2019,13.228525371792253,9.210440366976517,Petrol,Individual,Manual,First Owner,21.01,1197,81.8
2016,13.217675375388819,10.518700218288165,Petrol,Individual,Manual,First Owner,20.85,1197,83.14
2017,13.215855541983634,10.463131911491967,Petrol,Individual,Manual,First Owner,17.71,1197,78.9
2016,13.353476685668044,10.819798284210286,Petrol,Individual,Manual,First Owner,18.6,1197,81.83
2017,13.429849547739444,11.170449240431308,Diesel,Individual,Manual,First Owner,27.39,1248,74.0
2017,13.864301674514206,10.819798284210286,Diesel,Individual,Manual,First Owner,25.6,1498,97.9
2015,13.017005083966255,10.950824090522445,Diesel,Individual,Manual,First Owner,23.0,1248,88.7
2010,12.25486757159303,10.668978650219241,Petrol,Individual,Manual,First Owner,18.9,998,67.1
2014,13.060490101343552,11.002116507732017,Diesel,Individual,Manual,First Owner,23.4,1248,74.0
2014,13.060490101343552,11.002116507732017,Petrol,Individual,Manual,First Owner,19.1,1197,85.8
2015,13.217675375388819,10.596659732783579,Diesel,Individual,Manual,First Owner,22.54,1396,88.73
2011,12.230765258120545,11.002116507732017,Petrol,Individual,Manual,First Owner,19.0,998,66.1
2015,13.76421831620775,10.308985993422082,Petrol,Individual,Automatic,First Owner,18.0,1497,117.3
2015,13.217675375388819,11.982935344196433,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73
2013,12.54254845357358,11.407576060361786,Diesel,Individual,Manual,Third Owner,22.07,1199,73.9
2015,13.353476685668044,11.156264806643742,Diesel,Individual,Manual,Second Owner,28.09,1248,88.5
2007,12.301387370778713,11.156264806643742,Petrol,Individual,Manual,First Owner,17.7,1497,78.0
2013,12.323860125621126,11.225256725762893,Petrol,Individual,Manual,Second Owner,21.1,814,55.2
2010,12.847929163278053,11.350418300109132,Petrol,Individual,Manual,Second Owner,17.0,1497,118.0
2012,12.847929163278053,11.156264806643742,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9
2017,13.304686600863562,10.275085591132715,Diesel,Individual,Manual,First Owner,22.0,1498,108.495
2015,13.45883704259595,10.596659732783579,Diesel,Individual,Automatic,First Owner,18.49,1493,100.0
2015,13.217675375388819,11.835016210489899,Diesel,Individual,Manual,First Owner,22.77,1498,98.59
2016,13.304686600863562,11.156264806643742,Diesel,Individual,Manual,First Owner,25.2,1248,74.0
2019,13.217675375388819,10.308985993422082,Petrol,Individual,Manual,Second Owner,19.44,999,75.0
2015,13.329379172803593,11.695255355062795,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6
2013,12.861001210669146,12.100717685412471,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0
2015,13.122365377402328,9.90353755128617,Petrol,Individual,Manual,First Owner,17.57,1193,88.7
2012,13.017005083966255,11.289794413577894,Diesel,Individual,Manual,First Owner,19.87,1461,83.8
2017,13.217675375388819,10.596659732783579,Diesel,Individual,Manual,First Owner,23.59,1364,67.05
2018,13.567050480716235,10.308985993422082,Petrol,Individual,Manual,First Owner,17.5,1199,88.7
2014,13.122365377402328,11.289794413577894,Diesel,Individual,Manual,First Owner,25.01,1498,89.75
2017,12.721888795877375,10.12667110305036,Petrol,Individual,Manual,First Owner,23.95,998,67.05
2017,13.534474352733596,9.90353755128617,Diesel,Individual,Manual,First Owner,28.4,1248,74.02
2016,13.386266457287837,10.653109580024053,Diesel,Dealer,Manual,First Owner,21.19,1396,88.76
2016,13.444448325847754,10.373522431293592,Diesel,Dealer,Manual,First Owner,25.1,1248,88.5
2017,13.286183160425152,10.62699418560542,Diesel,Dealer,Manual,First Owner,26.59,1248,74.0
2015,13.005831808336863,10.601647149919609,Diesel,Dealer,Manual,First Owner,21.0,1498,74.96
2013,13.07107218827772,10.778977123006351,Diesel,Dealer,Manual,Second Owner,21.7,1498,98.96
2014,13.049794835104816,10.21222147168452,Diesel,Dealer,Manual,First Owner,27.4,1498,98.63
2011,12.323860125621126,10.463131911491967,Petrol,Individual,Manual,First Owner,15.0,1368,90.0
2015,13.005831808336863,11.034905792929415,Diesel,Dealer,Manual,First Owner,21.0,1498,74.96
2010,12.206077645517674,10.463131911491967,Petrol,Dealer,Manual,First Owner,18.9,998,67.1
2018,13.322853874813605,9.105090961257085,Petrol,Dealer,Manual,First Owner,19.1,1197,85.8
2016,13.623139877437296,10.571342565808699,Diesel,Dealer,Manual,First Owner,21.38,1396,88.7
2015,13.303018546545275,11.436605818096815,Diesel,Dealer,Manual,First Owner,21.7,1498,98.96
2018,13.102162710901053,10.239995502805316,Petrol,Dealer,Manual,First Owner,16.1,1197,85.0
2017,12.73670383776449,10.308985993422082,Petrol,Individual,Manual,First Owner,21.1,814,55.2
2013,12.765691290604371,11.156264806643742,Diesel,Individual,Manual,Second Owner,22.07,1199,73.9
2000,10.34177474101152,10.936583063952368,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37.0
2018,13.451668563394815,10.596659732783579,Petrol,Individual,Manual,First Owner,22.0,1197,81.8
2015,12.506180941677357,10.596659732783579,Petrol,Individual,Manual,First Owner,22.74,796,47.3
2016,13.579789490265188,11.695255355062795,Diesel,Individual,Manual,First Owner,24.52,1248,88.5
2016,13.28787951079572,11.695255355062795,Diesel,Individual,Manual,First Owner,25.2,1248,74.0
2017,13.361381852676738,11.695255355062795,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8
2012,12.487488878546145,11.112462823634855,Diesel,Individual,Manual,Second Owner,23.08,1461,63.12
2014,13.304686600863562,10.819798284210286,Diesel,Individual,Manual,First Owner,23.4,1248,74.0
2015,13.171155446333852,11.289794413577894,Diesel,Individual,Manual,Second Owner,23.59,1364,67.05
2011,11.918397239722838,10.819798284210286,Diesel,Individual,Manual,First Owner,18.5,1399,68.0
2007,10.915106645867503,11.156264806643742,Petrol,Individual,Manual,Third Owner,15.9,1298,85.0
2011,11.775297421715827,11.156264806643742,Petrol,Individual,Manual,Second Owner,14.0,796,35.0
2017,13.73755009757506,10.819798284210286,Diesel,Individual,Manual,First Owner,24.3,1248,88.5
2017,13.444448325847754,11.082157933374816,Diesel,Individual,Manual,Second Owner,21.04,1461,83.8
2018,13.76421831620775,8.922791623969637,Diesel,Individual,Manual,First Owner,28.09,1248,88.5
2017,13.451668563394815,11.082157933374816,Diesel,Individual,Manual,Second Owner,21.04,1461,83.8
2013,13.017005083966255,10.463131911491967,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8
2009,12.345834587905333,11.170449240431308,Petrol,Individual,Manual,First Owner,16.1,1197,85.0
2017,12.611541086966115,10.308985993422082,Petrol,Individual,Manual,First Owner,23.95,998,67.05
2012,12.206077645517674,10.819798284210286,Petrol,Individual,Manual,Second Owner,19.7,796,46.3
2011,12.367345048436391,11.407576060361786,Petrol,Individual,Manual,Second Owner,18.06,1198,75.0
2017,13.4090464510229,9.472781556562168,Petrol,Individual,Manual,First Owner,18.6,1197,81.83
2000,11.082157933374816,11.51293546492023,Petrol,Individual,Manual,Third Owner,16.1,796,37.0
2018,13.633989880380932,10.308985993422082,Diesel,Individual,Manual,First Owner,25.5,1498,98.6
2010,12.793862088206213,11.695255355062795,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0
2014,12.388398368982115,11.156264806643742,Petrol,Individual,Manual,First Owner,21.1,814,55.2
2010,11.813037464800539,11.904974309480183,Diesel,Individual,Manual,Second Owner,19.09,1396,69.0
2017,13.45883704259595,10.900233214800668,Diesel,Individual,Manual,First Owner,18.49,1493,100.0
2017,13.527829818844937,11.002116507732017,Diesel,Individual,Manual,First Owner,18.49,1493,100.0
2012,12.959846800844963,11.407576060361786,Diesel,Individual,Manual,First Owner,20.5,1598,103.5
2011,11.918397239722838,11.51293546492023,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4
2014,12.278397958261774,10.596659732783579,Petrol,Individual,Manual,First Owner,21.1,814,55.2
2014,12.323860125621126,10.463131911491967,Petrol,Individual,Manual,First Owner,20.63,1198,67.0
2017,12.706850963741102,9.90353755128617,Petrol,Individual,Manual,First Owner,23.01,999,67.0
2014,12.832013750189885,10.89755380857985,Petrol,Dealer,Automatic,First Owner,18.9,1197,81.86
2016,12.873904582205107,10.645448706505872,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01
2013,13.030248088496522,10.479623274697385,Petrol,Dealer,Manual,First Owner,18.5,1197,82.85
2013,13.023649611968253,10.902795026793628,Petrol,Dealer,Automatic,Second Owner,17.2,1197,103.6
2016,13.269059483669357,8.980927207648378,Petrol,Dealer,Manual,First Owner,17.0,1198,73.75
2010,12.460718739865236,10.997673392251324,Petrol,Dealer,Automatic,First Owner,16.95,1197,78.9
2012,12.966880811009803,10.803364309142028,Petrol,Dealer,Manual,First Owner,16.8,1497,116.4
2011,12.476103599529843,10.940047116801228,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9
2013,12.871337193291367,10.97243069954219,Petrol,Dealer,Manual,First Owner,16.47,1198,73.9
2015,12.754196944209095,10.502955722212086,Petrol,Dealer,Manual,First Owner,18.44,1198,75.0
2011,12.733758336210744,10.658106055184174,Petrol,Dealer,Manual,First Owner,16.7,1198,88.8
2011,12.513561021741964,10.614892049366905,Petrol,Dealer,Automatic,First Owner,16.95,1197,78.9
2012,12.818554633046093,10.937507985311061,Petrol,Dealer,Manual,First Owner,18.6,1197,85.8
2011,12.531776395271262,10.92240707229499,Petrol,Dealer,Manual,First Owner,18.6,1197,85.8
2018,13.190023895035274,10.308985993422082,Petrol,Individual,Manual,First Owner,20.3,1199,84.0
2015,12.487488878546145,11.112462823634855,Petrol,Individual,Manual,First Owner,23.95,998,67.05
2014,13.038981768465277,11.407576060361786,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0
2019,13.410546824147012,8.922791623969637,Petrol,Individual,Manual,First Owner,18.6,1197,81.86
2012,12.345834587905333,12.133507329024972,Diesel,Individual,Manual,First Owner,23.57,1396,70.0
2016,12.206077645517674,11.608244735642321,Diesel,Individual,Manual,Second Owner,25.0,1396,69.0
2005,11.918397239722838,11.695255355062795,Diesel,Individual,Manual,Third Owner,17.8,1399,68.0
2012,12.54254845357358,11.565128845104088,Diesel,Individual,Manual,Third Owner,17.8,1399,67.0
2014,13.28787951079572,11.156264806643742,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83
2010,11.863589378812122,10.803669227477098,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05
2017,13.652992804936396,10.596659732783579,Petrol,Individual,Manual,First Owner,17.4,1497,117.6
2014,13.304686600863562,10.596659732783579,Diesel,Individual,Manual,Second Owner,24.2,1498,98.6
2017,13.45883704259595,10.596659732783579,Diesel,Individual,Manual,First Owner,18.49,1493,100.0
2013,12.206077645517674,11.156264806643742,Petrol,Individual,Manual,First Owner,18.6,1199,79.4
2014,12.301387370778713,11.51293546492023,Petrol,Individual,Manual,First Owner,23.95,998,67.05
2018,13.384729180332174,9.210440366976517,Petrol,Individual,Automatic,Second Owner,18.9,1197,81.86
2010,12.429220196836383,11.608244735642321,Diesel,Individual,Manual,Third Owner,17.8,1399,68.0
2012,13.217675375388819,11.362114203075018,Diesel,Individual,Manual,First Owner,19.01,1461,108.45
2009,11.736077016252437,11.856522261533737,Petrol,Individual,Manual,Second Owner,19.7,796,46.3
2011,13.017005083966255,11.289794413577894,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0
2014,13.038981768465277,11.082157933374816,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0
2014,12.983101310070822,11.608244735642321,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0
2008,11.695255355062795,11.51293546492023,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0
2015,13.304686600863562,11.289794413577894,Diesel,Individual,Manual,First Owner,25.2,1248,74.0
2008,11.813037464800539,11.407576060361786,Petrol,Individual,Manual,Second Owner,18.9,998,67.1
2016,13.217675375388819,10.691967639914864,Petrol,Individual,Manual,First Owner,18.16,1196,86.8
2014,12.861001210669146,10.12667110305036,Petrol,Individual,Manual,First Owner,23.1,998,67.04
2016,13.567050480716235,10.463131911491967,Diesel,Individual,Manual,First Owner,22.54,1396,88.73
2008,11.51293546492023,12.180759965737863,Petrol,Individual,Manual,Second Owner,19.7,796,46.3
2017,13.384729180332174,11.002116507732017,Diesel,Individual,Manual,First Owner,22.54,1396,88.73
2004,10.819798284210286,10.819798284210286,Petrol,Individual,Manual,First Owner,16.1,796,37.0
2015,13.122365377402328,11.156264806643742,Diesel,Individual,Manual,First Owner,20.4,1248,91.7
2017,13.28787951079572,10.308985993422082,Diesel,Individual,Manual,First Owner,25.2,1248,74.0
2016,13.038981768465277,10.203629181337648,Petrol,Individual,Manual,First Owner,23.1,998,67.04
2020,13.267330877756825,8.517393171418904,Petrol,Individual,Manual,First Owner,21.21,1197,81.8
2012,13.217675375388819,11.608244735642321,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76
2013,13.049794835104816,11.289794413577894,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3
2018,13.698977865303197,11.289794413577894,Diesel,Individual,Manual,First Owner,16.5,1493,70.0
2014,12.429220196836383,11.608244735642321,Diesel,Individual,Manual,First Owner,20.8,1461,65.0
2018,12.948012371209098,10.463131911491967,Petrol,Individual,Automatic,First Owner,20.51,998,67.0
2017,13.217675375388819,9.90353755128617,Petrol,Individual,Manual,First Owner,21.21,1197,81.8
2018,12.506180941677357,9.90353755128617,Petrol,Individual,Manual,First Owner,24.7,796,47.3
2018,13.45883704259595,8.962007209588313,Petrol,Individual,Automatic,First Owner,22.0,1197,81.8
2017,13.122365377402328,9.90353755128617,Petrol,Individual,Manual,First Owner,20.4,1197,81.8
2013,12.676079399771027,10.3538622893929,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85
2018,13.45883704259595,10.819798284210286,Diesel,Individual,Manual,First Owner,28.4,1248,74.02
2015,12.577639650232573,11.002116507732017,Petrol,Individual,Manual,First Owner,20.51,998,67.04
2012,12.487488878546145,11.002116507732017,Petrol,Individual,Manual,First Owner,19.4,1198,86.8
2018,13.629182184591333,8.517393171418904,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1
2011,11.982935344196433,10.12667110305036,Petrol,Individual,Manual,Second Owner,19.7,796,46.3
2018,12.721888795877375,10.308985993422082,Petrol,Individual,Manual,First Owner,25.17,799,53.3
2017,12.703816069256568,11.289794413577894,Petrol,Individual,Manual,Second Owner,20.63,1198,67.0
2017,13.560619598657233,11.225256725762893,Diesel,Individual,Manual,First Owner,24.3,1248,88.5
2020,13.169248871698304,10.373522431293592,Petrol,Individual,Manual,First Owner,20.14,1197,81.86
2015,12.409017571151187,10.596659732783579,Petrol,Individual,Manual,First Owner,22.74,796,47.3
2012,12.524530013005734,11.440365524765756,Petrol,Individual,Manual,Second Owner,17.0,1197,80.0
2015,13.321215875492413,10.819798284210286,Diesel,Individual,Manual,Second Owner,21.19,1396,88.73
2015,13.329379172803593,11.002116507732017,Diesel,Individual,Manual,First Owner,26.59,1248,74.0
2014,13.435714658591923,11.002116507732017,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8
2014,13.429849547739444,11.06665398721974,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8
2014,13.122365377402328,11.695255355062795,Diesel,Individual,Manual,First Owner,20.45,1461,83.8
2014,13.161586013632684,11.695255355062795,Diesel,Individual,Manual,First Owner,20.45,1461,83.8
2018,13.42246945133505,11.002116507732017,Diesel,Individual,Manual,First Owner,24.4,1498,98.63
2019,13.42246945133505,8.517393171418904,Petrol,Individual,Manual,First Owner,21.21,1197,81.8
